weight_t,weight_value,airflow_t,airflow_value
128.3644444,303.8309326,173.0497222,187.702652
128.5213889,304.5891113,173.2997222,188.4060059
128.7825,304.2744141,173.5497222,187.9410706
129.0352778,304.3316345,173.7997222,187.6907349
129.2405556,304.1313477,174.0494444,190.1941681
129.76,304.1599731,174.2994444,186.6178436
129.9197222,304.3173523,174.5494444,189.8365479
130.11,304.5891113,174.7994444,187.7861023
130.2252778,304.2171936,175.0494444,185.9025879
130.5583333,304.41745,175.2994444,188.4060059
130.6847222,304.5318909,175.5491667,186.9754791
131.1041667,302.0570984,175.7991667,188.7874756
131.3541667,302.7723694,176.0491667,187.6907349
131.4208333,302.6436157,176.2991667,189.3715973
131.5069444,302.3718262,176.5491667,186.9873962
131.6708333,303.6020508,176.7991667,186.6178436
132.1719444,303.2444458,177.0491667,187.6907349
132.2372222,303.0870667,177.2988889,189.1093445
132.3719444,303.6878967,177.5488889,185.7237701
132.515,303.015564,178.0488889,189.1331787
132.9233333,303.5591431,178.2988889,186.3436584
133.0011111,303.4733276,178.5486111,187.3450317
133.1247222,303.4161072,178.7986111,186.4032593
133.1983333,304.6320496,179.0486111,188.0602875
133.6997222,303.8452454,179.2986111,186.9993286
133.7872222,303.9024658,179.5486111,189.1689453
133.8205556,303.7737122,179.7986111,188.0722046
134.0758333,304.9753723,180.0486111,188.7755585
134.5063889,305.1899414,180.2983333,188.4298401
134.5938889,305.6334229,180.5483333,188.4298401
135.3341667,303.4161072,180.7983333,188.7993927
135.3466667,303.8738708,181.0483333,187.4523163
135.6269444,301.141571,181.2983333,188.5728912
136.0755556,302.3146057,181.5483333,187.0469971
136.2297222,303.7308044,181.7983333,189.1450958
136.4727778,303.1013794,182.0480556,188.4298401
136.4769444,303.7594299,182.2980556,187.3807983
136.8686111,303.973999,182.5480556,188.8113098
136.9519444,303.8595581,182.7980556,188.0722046
137.5627778,304.68927,183.0480556,189.1570282
137.6447222,304.5891113,183.2980556,188.0960388
137.7377778,304.4317932,183.5477778,188.8113098
138.0238889,304.2887268,183.7977778,188.0960388
138.4294444,304.8037109,184.0477778,188.1079712
138.5027778,305.2757568,184.2977778,187.7503357
138.5138889,304.8037109,184.5477778,188.1079712
138.6875,304.7607727,184.7977778,189.5385284
139.2402778,305.8050842,185.0477778,187.0112457
139.2458333,304.8895569,185.2975,187.3927155
139.3680556,305.1184387,185.5475,188.1198883
139.4,304.9324341,185.7975,187.0231628
140.0291667,305.6334229,186.0475,188.1198883
140.0763889,305.5904846,186.2975,186.6893616
140.1511111,305.8908997,186.5472222,187.2377319
140.2733333,305.5332642,186.7972222,189.5385284
140.6386111,306.1197815,187.0472222,188.1198883
140.8830556,306.3486633,187.5472222,187.7622681
140.8913889,306.9352112,187.7972222,188.8351593
141.1511111,306.9924316,188.0472222,187.4284668
141.1552778,305.8050842,188.2969444,188.1198883
141.5386111,306.148407,188.5469444,188.215271
141.6969444,306.148407,188.7969444,186.7370453
142.4647222,306.806427,189.0469444,188.1198883
142.4675,306.3200684,189.2969444,187.7384186
142.5258333,306.1197815,189.7969444,188.7397919
143.2536111,306.0483093,190.0466667,187.3807983
143.2577778,306.8207703,190.2966667,187.0231628
143.2647222,305.6334229,190.5466667,187.7384186
143.2827778,306.062561,190.7966667,187.7503357
143.505,304.2887268,191.0466667,188.4536896
144.0047222,305.2185364,191.2966667,187.7384186
144.0686111,305.3186951,191.5463889,188.4536896
144.3588889,304.6034546,192.2963889,186.3674927
144.6144444,306.5203247,192.5463889,186.319809
144.8227778,306.6633911,192.7963889,189.5265961
144.8477778,306.7492065,193.0463889,187.7145691
145.0783333,306.3916321,193.2961111,188.8351593
145.5877778,306.6633911,193.7961111,186.6774445
145.6711111,306.806427,194.0461111,188.0960388
146.1238889,306.6777344,194.2961111,188.4536896
146.2155556,307.1784058,194.5458333,188.4536896
146.3933333,306.7063293,194.7958333,188.1198883
146.4555556,307.0067139,195.0458333,187.7265015
146.7888889,307.0925293,195.2958333,189.1570282
146.9722222,306.7063293,195.5458333,186.1052399
147.1458333,306.9780884,196.0458333,188.7397919
147.3055556,306.9780884,196.2955556,187.7265015
147.4319444,306.8350525,196.7955556,188.4417725
147.6805556,307.0353088,197.0455556,188.0960388
147.9736111,306.8922729,197.2955556,188.7874756
148.0722222,307.164093,197.7955556,187.3927155
148.4677778,306.7063293,198.0452778,188.0960388
148.7566667,307.0353088,198.2952778,188.4417725
148.8080556,306.9066162,198.5452778,187.5119171
148.9830556,307.1927185,198.7952778,188.0960388
149.4483333,306.5632935,199.2952778,188.8232422
149.5108333,307.0639343,199.545,188.6921082
149.6261111,306.9208679,199.795,188.0960388
149.6636111,307.4072876,200.045,188.8232422
150.2786111,306.6061707,200.295,187.0231628
150.3688889,306.9066162,200.795,188.0960388
150.4452778,307.3500671,201.045,188.8113098
150.9105556,306.6633911,201.5447222,187.0231628
151.1091667,306.506073,201.7947222,188.4536896
151.2438889,306.7635498,202.0447222,188.4298401
151.4133333,306.3630066,202.2947222,187.3807983
151.895,307.3357544,202.5444444,188.1079712
151.9602778,307.2785339,202.7944444,187.0231628
151.9936111,306.8493958,203.0444444,186.7251282
152.6561111,307.9508362,203.2944444,187.7145691
152.6630556,307.4501953,203.5444444,187.7384186
152.7602778,307.4788208,204.0444444,188.5728912
152.9713889,308.0939026,204.2941667,187.3807983
153.4308333,308.0796204,204.5441667,187.0469971
153.6322222,308.1082458,204.7941667,188.4536896
153.6336111,308.6374817,205.0441667,188.4536896
153.8683333,307.4930725,205.2941667,189.1689453
154.2905556,307.6790771,205.5441667,187.4046326
154.4763889,307.6647339,205.7941667,187.4761658
154.8138889,308.2512817,206.0438889,187.7503357
155.0888889,307.7505798,206.5438889,189.1689453
155.1652778,307.7219543,206.7938889,186.6893616
155.2083333,307.8650208,207.0438889,188.4656067
155.3513889,305.5904846,207.2938889,187.2377319
155.9069444,306.6061707,207.5436111,187.3927155
156.0027778,307.8507385,207.7936111,188.1198883
156.0388889,308.179718,208.0436111,187.3927155
156.4386111,307.2785339,208.2936111,186.319809
156.6969444,307.7505798,208.7936111,188.1437378
156.7830556,307.7935181,209.0436111,188.8232422
156.8941667,308.0223999,209.2933333,187.4046326
157.3413889,307.4215393,209.5433333,194.5453949
157.3538889,307.8650208,209.7933333,187.4046326
157.5802778,307.7362976,210.0433333,187.0827637
157.7677778,309.1525269,210.2933333,187.3450317
158.2494444,309.3384705,210.5430556,187.7741852
158.455,309.7819519,211.0430556,188.2987213
158.4591667,309.3956909,211.2930556,187.0589294
159.0341667,310.4399719,211.5430556,189.5504456
159.0452778,310.0823364,212.0430556,188.1079712
159.1563889,310.4971924,212.2927778,187.0589294
159.1786111,310.2397156,212.7927778,188.4656067
159.7269444,311.7274475,213.0427778,188.8232422
159.8102778,311.6273499,213.5427778,187.368866
159.9005556,312.2997131,213.7927778,185.5806885
159.9352778,312.1852722,214.2925,188.7636261
160.6352778,315.0319824,214.5425,190.2180176
160.6477778,313.81604,214.7925,186.3317413
160.6755556,314.2452087,215.0425,189.1331787
160.6769444,313.6730042,215.2925,186.582077
161.3322222,323.057251,215.7922222,185.914505
161.4377778,322.8713379,216.0422222,188.0483704
161.4891667,323.3433533,216.2922222,187.6907349
161.5586111,323.2146606,216.5422222,187.702652
162.1086111,324.1731262,216.7922222,186.6178436
162.2211111,324.2017517,217.0422222,187.6788177
162.3127778,323.8440857,217.5419444,189.4193115
162.7138889,324.7453308,217.7919444,188.4060059
162.9986111,324.4592285,218.2919444,186.2602081
163.0722222,324.759613,218.5416667,185.7237701
163.3819444,325.145874,218.7916667,188.417923
163.3875,324.487854,219.0416667,188.0722046
163.8305556,324.9026489,219.2916667,186.2721252
163.8916667,324.7453308,219.5416667,188.7636261
164.4844444,323.3719788,219.7916667,188.036438
164.5927778,325.7610168,220.0416667,190.2061005
164.5941667,324.9169922,220.2913889,184.6508484
164.6691667,325.1172791,220.7913889,188.3106384
164.7233333,325.1887512,221.0413889,187.6907349
164.8886111,324.9456177,221.2913889,189.1212616
165.34,325.3175354,221.5413889,188.0602875
165.4247222,324.9742126,221.7913889,186.9754791
166.0772222,324.788208,222.2911111,190.5518036
166.1022222,325.7037964,222.5411111,189.4789124
166.1133333,325.0170898,223.0411111,185.1873016
166.2994444,325.2603149,223.2911111,189.4669952
166.555,325.7752991,223.7908333,185.9264221
166.9869444,322.7711487,224.0408333,188.0722046
166.9925,322.8427124,224.2908333,188.3940887
167.0383333,323.1002197,224.5408333,186.2602081
167.1355556,322.9285583,224.7908333,188.6444244
167.4411111,324.8454285,225.0408333,189.1331787
167.7672222,324.4020081,225.5405556,187.0469971
167.8311111,323.8154602,225.7905556,188.0483704
167.9894444,324.1015625,226.0405556,187.4284668
168.4436111,323.8297424,226.2905556,189.4789124
168.6713889,323.7153015,226.5402778,187.5953674
168.7158333,323.5293579,227.0402778,190.1941681
168.8852778,324.158783,227.2902778,189.4669952
169.3516667,323.8154602,227.5402778,190.9213715
169.4183333,323.9013062,227.7902778,186.2602081
169.6294444,323.686676,228.0402778,186.9754791
169.7697222,323.9155579,228.29,186.6297607
170.1655556,323.5150146,228.54,187.9768372
170.3086111,324.044342,228.79,187.3330994
170.4155556,323.5293579,229.29,186.6178436
170.9097222,323.8297424,229.54,187.6907349
171.0513889,323.5722351,229.79,188.036438
171.3236111,323.5579834,230.2897222,188.7755585
171.4833333,323.9727783,230.5397222,187.702652
171.7375,323.9727783,231.0397222,190.1703339
171.9347222,323.7438965,231.2897222,188.0722046
172.3316667,324.1159058,231.5394444,186.6297607
172.4288889,323.5579834,231.7894444,188.0483704
172.4788889,323.772522,232.0394444,187.702652
172.5802778,323.9727783,232.2894444,190.444519
172.7052778,324.2446289,232.5394444,187.3450317
172.7872222,323.6724243,232.7894444,189.848465
173.1816667,323.9727783,233.0394444,186.9873962
173.3913889,323.8440857,233.2891667,187.3450317
174.0383333,324.5450745,233.5391667,189.1331787
174.0966667,324.3590698,233.7880556,188.7636261
174.2161111,324.2303467,234.0380556,189.848465
174.2772222,324.788208,234.2880556,186.9993286
174.8522222,324.044342,234.5377778,186.9873962
174.9438889,324.4448853,234.7875,189.443161
175.1091667,324.4162903,235.0375,187.6669006
175.2841667,324.6595154,235.2875,188.3702393
175.6033333,324.9169922,235.5375,187.3450317
175.7977778,324.487854,235.7875,187.702652
176.3255556,325.1172791,236.0375,186.6297607
176.4158333,324.2589722,236.5372222,186.4151764
176.4213889,324.6022949,236.6586111,277.5067749
176.5575,324.9026489,,
176.6505556,324.4020081,,
176.8672222,325.1601563,,
177.2225,324.9169922,,
177.3919444,325.0743103,,
177.5975,324.874054,,
177.7683333,325.7037964,,
178.085,325.6894836,,
178.2016667,325.4462585,,
178.2961111,325.2745972,,
178.6875,326.2044678,,
178.7986111,325.8754578,,
178.8875,326.0900269,,
179.025,325.9183655,,
179.5986111,327.2344666,,
179.6402778,326.8338928,,
179.6861111,326.934021,,
179.9736111,328.2358093,,
180.05,325.5893555,,
180.4552778,326.7766724,,
180.4761111,326.5334778,,
180.4830556,326.3475037,,
180.765,328.4789734,,
181.2497222,328.5076599,,
181.2566667,327.9639893,,
181.2719444,327.649292,,
181.9994444,329.3373413,,
182.0202778,329.2944031,,
182.0480556,328.5505371,,
182.6980556,329.4660645,,
182.8188889,329.2944031,,
182.8563889,329.3945618,,
182.8730556,329.0655212,,
183.52,330.4102478,,
183.5963889,330.0382996,,
183.6741667,329.9095459,,
184.2061111,331.5690002,,
184.4102778,329.7807922,,
184.4213889,330.3816223,,
184.4255556,330.1384277,,
184.8811111,332.3986816,,
185.2058333,332.0410156,,
185.2280556,331.2685547,,
185.9391667,333.7433777,,
185.9975,332.5846252,,
186.0391667,333.314209,,
186.5402778,331.6548157,,
186.7791667,331.4544983,,
186.8027778,331.8836975,,
186.8583333,331.2399292,,
186.8972222,332.0982361,,
187.5236111,331.4544983,,
187.7375,331.468811,,
187.9013889,332.0696411,,
188.1316667,329.3802185,,
188.3358333,330.1527405,,
188.4219444,330.6105042,,
188.4816667,330.066925,,
188.8261111,331.9695435,,
189.1469444,331.468811,,
189.1733333,331.4831238,,
189.6663889,331.2256165,,
189.9177778,331.7692566,,
189.9191667,331.2256165,,
189.98,331.554657,,
190.0605556,331.4115906,,
190.5369444,332.1984253,,
190.7175,331.583252,,
190.7994444,331.8407593,,
190.8786111,331.2542419,,
191.4216667,333.6575317,,
191.5213889,333.6289368,,
191.6297222,333.4429932,,
191.6741667,333.1997681,,
192.2047222,334.1296387,,
192.2672222,333.7719727,,
192.3602778,333.7577209,,
192.5616667,333.4572754,,
192.745,334.3155823,,
193.1130556,333.8721619,,
193.1391667,333.4716187,,
193.3544444,334.4013977,,
193.5613889,333.3571777,,
193.885,333.6575317,,
193.935,333.7005005,,
194.0002778,334.2440796,,
194.5888889,333.3857727,,
194.7027778,334.02948,,
194.7208333,334.387146,,
194.9708333,333.5717163,,
195.0152778,334.5301819,,
195.4902778,334.0867004,,
195.5166667,334.1582642,,
195.9527778,334.6446228,,
196.1844444,333.7290955,,
196.2858333,334.5874023,,
196.315,334.2440796,,
196.6094444,333.9722595,,
197.04,335.1023865,,
197.0413889,334.1010437,,
197.0983333,334.3155823,,
197.1080556,334.2011414,,
197.6205556,334.8162842,,
197.8608333,334.4443665,,
197.955,334.7304688,,
198.0605556,335.1023865,,
198.3258333,334.3013,,
198.6188889,334.6875305,,
198.6716667,334.8735046,,
198.7536111,334.6160278,,
199.2508333,335.2597351,,
199.3619444,335.1023865,,
199.4702778,334.8878174,,
199.6755556,335.8891602,,
199.6783333,334.8591919,,
200.2380556,335.1596069,,
200.2533333,335.2740479,,
200.5227778,335.0308533,,
200.5241667,335.8462524,,
201.0269444,335.5458374,,
201.0686111,335.7174988,,
201.0755556,335.2454529,,
201.6127778,336.1752625,,
201.8127778,335.8176575,,
201.8877778,335.7318115,,
201.8891667,336.2754517,,
202.3808333,335.6889038,,
202.5763889,336.2324829,,
202.7083333,335.789032,,
203.0194444,337.4341125,,
203.3361111,335.6745911,,
203.4111111,336.089447,,
203.4597222,335.9034729,,
203.5777778,335.374176,,
204.1055556,335.9893188,,
204.1497222,335.9750061,,
204.2691667,335.7174988,,
204.5330556,336.8905334,,
204.7386111,332.8421021,,
204.9983333,334.6017151,,
205.0233333,334.7018433,,
205.0886111,331.3257751,,
205.6955556,333.4286499,,
205.7955556,334.4872437,,
206.2591667,333.8291931,,
206.3522222,334.6732483,,
206.5327778,334.3155823,,
206.6286111,334.2869568,,
206.8841667,333.9722595,,
207.0563889,334.8591919,,
207.3605556,334.716156,,
207.38,334.7590637,,
207.4522222,334.3728027,,
207.9852778,335.6602783,,
208.1477778,335.3598938,,
208.1852778,335.760437,,
208.2394444,335.3312683,,
208.2463889,335.8319397,,
208.9380556,335.9606934,,
208.9672222,335.6889038,,
209.385,334.744751,,
209.7280556,336.0179443,,
209.7405556,335.9750061,,
209.7891667,336.089447,,
209.8502778,335.9750061,,
210.4127778,338.3067627,,
210.4666667,337.9491272,,
210.5541667,338.1494141,,
211.0611111,339.279541,,
211.2986111,338.7788391,,
211.3611111,338.9075928,,
211.3930556,338.7216187,,
212.05,339.6085205,,
212.0986111,339.7229614,,
212.1733333,339.1507568,,
212.4219444,339.4654846,,
212.6580556,337.2624512,,
212.8247222,337.4198608,,
212.9177778,338.7502136,,
212.9552778,338.8217468,,
213.5080556,336.9477539,,
213.6038889,337.0193176,,
213.8497222,336.2324829,,
213.9038889,336.447113,,
214.3980556,335.016571,,
214.48,334.9307251,,
214.5411111,334.7018433,,
214.5980556,334.744751,,
214.9605556,334.0724182,,
215.2758333,333.5574341,,
215.2994444,333.7005005,,
215.305,334.0151978,,
215.9255556,332.9851685,,
216.0561111,333.1855164,,
216.1658333,333.1139526,,
216.3241667,333.4858704,,
216.5838889,332.8421021,,
216.8075,333.013855,,
216.9352778,333.1711731,,
217.0561111,332.8993225,,
217.1391667,333.3857727,,
217.5752778,333.1139526,,
217.7113889,333.285614,,
218.1086111,333.2427368,,
218.2877778,333.4143982,,
218.3405556,333.2999573,,
218.5194444,333.2569885,,
218.7916667,333.1568909,,
219.0069444,333.5144958,,
219.1625,333.1855164,,
219.2486111,333.4716187,,
219.4194444,333.2713318,,
219.7611111,333.7433777,,
219.9986111,333.5430908,,
220.1775,333.5860596,,
220.5011111,334.1296387,,
220.7108333,333.3571777,,
220.8233333,333.6861572,,
220.9205556,333.6146545,,
221.1136111,333.4858704,,
221.1788889,333.8149414,,
221.5594444,333.6861572,,
221.6913889,333.5288391,,
221.79,334.1582642,,
222.3980556,333.8578186,,
222.4633333,333.8435364,,
222.4938889,333.7147522,,
222.6355556,334.3013,,
223.0633333,334.2583618,,
223.2091667,334.0008545,,
223.5866667,333.9722595,,
223.7547222,334.5874023,,
223.9491667,334.0867004,,
224.0130556,334.3013,,
224.1936111,334.415741,,
224.4977778,334.2011414,,
224.6297222,334.4586182,,
224.8366667,334.3728027,,
225.1433333,334.1439209,,
225.3183333,334.5874023,,
225.4975,334.4013977,,
225.6113889,334.5730896,,
225.6127778,335.2025146,,
225.6433333,334.1152954,,
226.3336111,334.3013,,
226.4169444,334.2154846,,
226.4336111,335.1166992,,
226.4763889,332.0982361,,
227.1027778,333.4572754,,
227.2305556,333.5717163,,
227.9333333,334.9307251,,
227.9416667,332.3700867,,
227.9486111,334.1725159,,
227.9666667,334.1152954,,
228.0347222,334.6017151,,
228.6080556,332.0839844,,
228.7275,332.7420044,,
228.7705556,332.8993225,,
229.3775,332.2842407,,
229.4191667,335.1596069,,
229.5316667,334.9307251,,
229.5594444,335.1596069,,
229.5775,335.2740479,,
230.0619444,332.7562866,,
230.2730556,332.8135071,,
230.3411111,332.927948,,
231.0938889,334.4586182,,
231.0980556,334.1868591,,
231.1411111,333.8005981,,
231.1994444,334.415741,,
231.7172222,333.285614,,
231.9005556,333.5860596,,
231.9255556,333.5002136,,
231.995,332.8421021,,
232.4797222,335.460022,,
232.6852778,335.0737915,,
232.7158333,335.131012,,
232.7686111,335.8605652,,
232.77,334.9593506,,
233.4280556,335.4028015,,
233.5322222,335.6459961,,
233.7741667,335.3026733,,
234.2380556,335.2311401,,
234.2436111,336.2038879,,
234.3227778,336.3040466,,
234.7361111,335.2883606,,
234.9958333,335.2597351,,
235.0958333,335.1882324,,
235.1236111,335.9034729,,
235.5986111,333.4716187,,
235.8055556,334.4586182,,
235.8708333,334.4872437,,
236.1788889,336.8190308,,
236.54,333.2141113,,
236.6586111,334.5027771,,
